product_barcode,product_label,product_size,brand_name,manufacturer_country,manufacturer_name,scan_country,data_url,bottle_weight,bottle_count
6009644549047,Non alcohol cofee,500ml,Malt drink,TZ,Tanzania Breweries Limited,RW,https://wastebase.org/#/o/2a607fcc-0b37-4cc2-8818-7898608b31fd,,41
6009644549047,Non alcohol cofee,500ml,Malt drink,TZ,Tanzania Breweries Limited,TZ,https://wastebase.org/#/o/2a607fcc-0b37-4cc2-8818-7898608b31fd,,1
6009644549320,Energy drink,300ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,KE,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,24.000,564
6009644549320,Energy drink,300ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,MW,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,24.000,308
6009644549320,Energy drink,300ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,RW,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,24.000,3904
6009644549320,Energy drink,300ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,24.000,1143
6009644549337,Azam Passion,300ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,7
6009644921003,YESS,500ml,Acacia Food & Beverages Ltd,ZM,Acacia Food and Beverages Ltd,ZM,https://wastebase.org/#/o/de81ec8b-41a9-493a-9345-ca1cc44a0e80,,3
6009644921492,Fruity Milk,500ml,Super Shake,ZM,Trade Kings Group,MW,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,21
6009644921492,Fruity Milk,500ml,Super Shake,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,9
6009644925575,Dish Washing Liquid,400ml,Boom Sparkle Plus,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,1
6009644991198,Wildcat Energy Drink,500 ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,21
6009644991204,Wildcat Energy Drink,330 ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,3
6009644991389,Bleach,750ml,Boom Force,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,1
6009644991778,Appy Apple,500 ml,Bigtree,ZM,Trade Kings Group,MZ,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,24
6009644991778,Appy Apple,500 ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,23
6009644993284,Appy Pine,500 ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,9
6009644993628,Hand Sanitizer,400 ml,Hygienix,ZM,Trade Kings Group,MW,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,3
6009644993772,Maize Drink,500ml,Chibwantu,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,29
6009644995806,Mojo Orange,330ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,13
6009644996186,Mojo Ginger,330ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,15
6009644996995,Appy Grapo,500 ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,25
6009645820145,Mineral Water,750ml,ManziValley,MZ,Manzi Valley Limited,ZM,https://wastebase.org/#/o/e2aa2582-e9dd-480b-9346-cad5507418fa,,2
6009646580512,óleo puro de soja,350,Óleo Dona,SG,Olam International Ltd,MZ,https://wastebase.org/#/o/3b2dbe02-26ea-4c8d-acdb-f0718562cebc,,5
6009646580611,Óleo puro de soja,5,Óleo Dona,SG,Olam International Ltd,MZ,https://wastebase.org/#/o/3b2dbe02-26ea-4c8d-acdb-f0718562cebc,,3
6009646580703,Fasorel,2.0 L,Óleo Dona,SG,Olam International Ltd,MZ,https://wastebase.org/#/o/3b2dbe02-26ea-4c8d-acdb-f0718562cebc,,10
6009646580857,Sunseed,2.0 L,Óleo puro de girassol,MZ,Fasorel- Óleos e Sabões,MZ,https://wastebase.org/#/o/8c916c83-8e15-4fab-bc38-6e331ae33d6e,,15
6009646580864,Oleo Puro,5.0 L,Sunseed,ZA,Sealake Industries,MZ,https://wastebase.org/#/o/85d3ef50-825a-4c03-8f4b-588794b4d6ec,,155
6009646580864,Oleo Puro,5.0 L,Sunseed,ZA,Sealake Industries,RW,https://wastebase.org/#/o/85d3ef50-825a-4c03-8f4b-588794b4d6ec,,20
6009646581007,Mineral Water,1.5 L,Vumba,MZ,"Sociedade Águas Vumba, SA",MZ,https://wastebase.org/#/o/027e8655-81cd-44c9-b14e-b15181f61a8f,33.000,3529
6009646581014,Vumba Mineral Water,500ml,Vumba,MZ,"Sociedade Águas Vumba, SA",MZ,https://wastebase.org/#/o/027e8655-81cd-44c9-b14e-b15181f61a8f,,4728
6009652782757,Aqua Max,500ml,Californian,ZM,Californian Beverages Limited,ZM,https://wastebase.org/#/o/91564c9d-940c-41ac-9f16-a3ab73961b2a,,31
6009652782955,Hubbly Bubbly,350 ml,Californian,ZM,Californian Beverages Limited,ZM,https://wastebase.org/#/o/91564c9d-940c-41ac-9f16-a3ab73961b2a,,11
6009652782962,Frooty,350 ml,Californian,ZM,Californian Beverages Limited,ZM,https://wastebase.org/#/o/91564c9d-940c-41ac-9f16-a3ab73961b2a,,21
6009655973381,Maracuja / Passion Fruit Dairy Blend Concentrate,1.0 L,Fusion,ZA,Shoprite Holdings Ltd,MZ,https://wastebase.org/#/o/cc831b58-f0d1-47bf-ba8c-6c5bda375d22,,2
6009655974272,Orange Dairy Blend Concentrate,1.0 L,Fusion,ZA,Shoprite Holdings Ltd,MZ,https://wastebase.org/#/o/cc831b58-f0d1-47bf-ba8c-6c5bda375d22,,12
6009660040214,Pure Drinking Water,1.5 L,Zan Aqua,TZ,Zainab Bottlers Company limited,KE,https://wastebase.org/#/o/988c8307-c778-474b-ade6-c71ebbe358f1,,1
6009660040214,Pure Drinking Water,1.5 L,Zan Aqua,TZ,Zainab Bottlers Company limited,MZ,https://wastebase.org/#/o/988c8307-c778-474b-ade6-c71ebbe358f1,,47
6009660040214,Pure Drinking Water,1.5 L,Zan Aqua,TZ,Zainab Bottlers Company limited,TZ,https://wastebase.org/#/o/988c8307-c778-474b-ade6-c71ebbe358f1,,147
6009660040221,Pure Drinking Water,500 ml,Zan Aqua,TZ,Zainab Bottlers Company limited,TZ,https://wastebase.org/#/o/988c8307-c778-474b-ade6-c71ebbe358f1,,37
6009660040238,Zan Aqua Pure Drinking Water,1.0 L,Zan Aqua,TZ,Zainab Bottlers Company limited,TZ,https://wastebase.org/#/o/988c8307-c778-474b-ade6-c71ebbe358f1,,45
6009660040245,Natural Mineral Water,350 ml,Kool,TZ,Zainab Bottlers Company limited,TZ,https://wastebase.org/#/o/988c8307-c778-474b-ade6-c71ebbe358f1,,27
6009660903724,GINGER ALE sparkling ginger flavoured drink,200 ml,Fitch and leedes,ZA,Chill Beverages International,TZ,https://wastebase.org/#/o/72f6a8ff-d8d5-47e8-8f6f-8604320c0e22,,7
6009660903816,Indian Tonic,200ml,Fitch and leedes,ZA,Chill Beverages International,TZ,https://wastebase.org/#/o/72f6a8ff-d8d5-47e8-8f6f-8604320c0e22,,8
6009661170118,Agua Purificada,1.5 L,Vitale,FR,Groupe Castel,MZ,https://wastebase.org/#/o/7513edeb-3054-4478-86b1-7fe375abb7f0,,8
6009661170118,Agua Purificada,1.5 L,Vitale,FR,Groupe Castel,RW,https://wastebase.org/#/o/7513edeb-3054-4478-86b1-7fe375abb7f0,,6
6009661170125,Agua Purificada,500 ml,Vitale,FR,Groupe Castel,MZ,https://wastebase.org/#/o/7513edeb-3054-4478-86b1-7fe375abb7f0,,65
6009661170125,Agua Purificada,500 ml,Vitale,FR,Groupe Castel,RW,https://wastebase.org/#/o/7513edeb-3054-4478-86b1-7fe375abb7f0,,43
6009661170255,Vimto Gasificado,500ml,Vimto,GB,Nichols plc,MZ,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,157
6009661170262,Fiesta,2.0 L,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,,70
6009661170279,Morango Refresco,500 ml,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,26.000,309
6009661170309,Refresco Laranja,2.0 L,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,,50
6009661170323,Fiesta,2.0 L,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,,138
6009661170330,Fiesta Limão,500 ml,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,26.000,1216
6009661170347,Fiesta,2.0 L,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,,143
6009661170354,Ananas/Pineapple Carbonated Soft Drink,500ml,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,26.000,1916
6009661170354,Ananas/Pineapple Carbonated Soft Drink,500ml,Fiesta,MZ,Fiesta Moçambique Lda.,RW,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,26.000,11
6009661170361,Fiesta,2.0 L,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,,45
6009661170378,Grape - Carbonated Soft Drink,500 ml,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,26.000,679
6009670370004,Mineral Water,1.5 L,Água de Namaacha,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,47.500,4517
6009670370028,Namaacha Mineral Water,500 ml,Água de Namaacha,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,17.000,17845
600967037004,Água Mineral Natural,1.5 L,Água de Namaacha,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,,5
6009670370509,Mineral Water,5.0 L,Fonte Fresca,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,,1074
6009670370516,Água Mineral Natural,1.5 L,Fonte Fresca,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,,30
6009670370523,Agua Mineral Natural,500 ml,Fonte Fresca,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,,396
6009671260038,Aquavita,750 ml,Aquavita,ZM,Carribea Beverages Ltd,ZM,https://wastebase.org/#/o/c85399aa-048d-43a5-b4b5-57a0a17d7d7e,,22
6009672211664,Drinking Yoghurt,500ml,ZamSip,ZM,Trade Kings Group,RW,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,1
6009672211664,Drinking Yoghurt,500ml,ZamSip,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,2
6009674400172,Água mineral natural da montanha de Namuli,1.5 L,Aquavita,ZM,Carribea Beverages Ltd,MZ,https://wastebase.org/#/o/c85399aa-048d-43a5-b4b5-57a0a17d7d7e,,11
6009679916906,Zinc tablets,50 g,SSA Supplements,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,2
6009681152385,Thumbsup Lemon Carbonated Drink,350 ml,Thumbsup,MW,Rab Processors Ltd,MW,https://wastebase.org/#/o/8fd5ae37-d277-4dbb-8fb2-8b933b77a4b5,,144
6009681152446,Orange Flavour Carbonated Drink,350 ml,Thumbsup,MW,Rab Processors Ltd,MW,https://wastebase.org/#/o/8fd5ae37-d277-4dbb-8fb2-8b933b77a4b5,,106
6009681152569,Pineapple Flavoured Carbonated Soft Drink,350 ml,Thumbsup,MW,Rab Processors Ltd,MW,https://wastebase.org/#/o/8fd5ae37-d277-4dbb-8fb2-8b933b77a4b5,,130
6009681152583,Cocopine Flavour Carbonated Drink,350 ml,Thumbsup,MW,Rab Processors Ltd,MW,https://wastebase.org/#/o/8fd5ae37-d277-4dbb-8fb2-8b933b77a4b5,,20
6009681260196,Pepsi,600 ml,Pepsi,US,"Pepsico, Inc",ZM,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,13
6009681261209,Mirinda Grape Soft Drink,600 ml,Mirinda,US,"Pepsico, Inc",TZ,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,39
6009681261209,Mirinda Grape Soft Drink,600 ml,Mirinda,US,"Pepsico, Inc",ZM,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,7
6009681261285,Mirinda Soft Drink,600 ml,Mirinda,US,"Pepsico, Inc",ZM,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,6
6009681267102,Carbonated Drink,330 ml,7UP,US,Keurig Dr Pepper Inc.,ZM,https://wastebase.org/#/o/08d08755-55fa-4b19-aed1-dfe64a79e8f1,,1
6009681511854,Natural Mineral Water,250 ml,Cape Aqua,ZA,Cape Aqua,CH,https://wastebase.org/#/o/79517583-7ae3-44b1-8426-d70dd5b05c05,,1
6009681511854,Natural Mineral Water,250 ml,Cape Aqua,ZA,Cape Aqua,MZ,https://wastebase.org/#/o/79517583-7ae3-44b1-8426-d70dd5b05c05,,100
6009683330040,Premium Still Water,500 ml,Quench,DK,Carlsberg Breweries A/S,MW,https://wastebase.org/#/o/378f1b25-eea2-41f5-8ba3-58da2e6259ba,,21
6009690380038,Oasis Water,500 ml,Oasis (ZA),ZA,Oasis Water (Pty) Ltd,MZ,https://wastebase.org/#/o/661ea473-75c8-4ed6-a795-bba6fbaf3483,,39
6009691350894,Pineapple flavoured soft drink,1.5 L,Coo-ee,ZA,The Beverage Company,MW,https://wastebase.org/#/o/8df1b9c4-0267-4a5a-979f-9b9d9e48ecf0,,1
6009691800092,Vinegar,750 ml,Autopac,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,30
6009691800115,Vinagre,350 ml,Autopac,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,27
6009694630559,PIneapple Flavoured Drink,500 ml,Kingsley,ZA,Kingsley Beverages (Pty) Ltd.,MZ,https://wastebase.org/#/o/e4a6561b-29d4-4438-b23a-552f83cb1188,,3
6009694630733,Cola Soft Drink,2.0 L,Kingsley,ZA,Kingsley Beverages (Pty) Ltd.,MZ,https://wastebase.org/#/o/e4a6561b-29d4-4438-b23a-552f83cb1188,,2
6009694632140,Grape flavoured drink,1.5 L,Kingsley,ZA,Kingsley Beverages (Pty) Ltd.,MZ,https://wastebase.org/#/o/e4a6561b-29d4-4438-b23a-552f83cb1188,,1
6009701816631,Mojo Energy Drink,330 ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,1
6009702811178,Chewy vites,1.0ml,vitamic c,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009704171454,Provita Wholewheat Crispbread,250g,Bakers,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,2
6009706160494,Pure Cooking Oil,750ml,Zamgold,ZW,Parrogate,ZM,https://wastebase.org/#/o/177c63d5-139e-4dc7-9d29-e0544c99ba26,,23
6009706160937,Cooking Oil,500 ml,Zamgold,ZW,Parrogate,ZM,https://wastebase.org/#/o/177c63d5-139e-4dc7-9d29-e0544c99ba26,,6
6009707170775,Yogurt Líquido Oohlala Chocolate,500ml,Oohlala,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009707171482,Sorvete Baunilha,1.0 L,Oohlala,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009708461131,Plain Yoghurt,450 g,Nutriday,FR,Danone S.A.,MZ,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,3
6009708461131,Plain Yoghurt,450 g,Nutriday,FR,Danone S.A.,RW,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,1
6009709822443,Appy Orange,500 ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,6
6009709823525,Juice Drink,430ml,Fruiticana,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,13
6009709823549,Fruticana Juice Drink,430 ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,4
6009709823556,Fruticana,430ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,46
6009709824348,Mineral Water,500ml,Vatra,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,58
6009709825031,Toilet Cleaner Gel,500 ml,Aloha,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,1
6009709825215,Mineral Water,750 ml,Vatra,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,69
6009709825512,Fruticana Juice Drink Guava,430ml,Bigtree,ZM,Trade Kings Group,MW,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,9
6009709825512,Fruticana Juice Drink Guava,430ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,20
6009709826618,DAIRY FRUIT BLEND,430 ml,Fruiticana,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,1
6009709826632,Mojo Energy Drink,330 ml,Bigtree,ZM,Trade Kings Group,MW,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,195
6009709826632,Mojo Energy Drink,330 ml,Bigtree,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,102
6009709827899,Hygienix,55ml,Trade Kings,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,13
6009711323983,Lemonade,500ml,Brothers,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,1
6009711324089,Big Daddy Energy Drink,330 ml,Bigtree,ZM,Trade Kings Group,MW,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,35
6009800891393,Tropical Smoothie Pineapple,500 ml,Suncrest Creameries,MW,Suncrest Creameries Ltd,MW,https://wastebase.org/#/o/27e89170-ae7c-47ca-9ae1-7acc1acb459c,,28
6009801332055,Turpentine,5.0 L,B&R,ZA,B & R Products (Pty) Ltd.,MZ,https://wastebase.org/#/o/b8379625-5917-4fe5-87ad-b823a361bdb6,,1
6009801423043,AQUASAVANA,500ml,Fairy Bottiling (Z),ZM,Fairy Bottling Zambia Limited,ZM,https://wastebase.org/#/o/a9a0b37b-4876-4fd7-b33e-a5635b06a4e6,,58
6009801423050,Mineral Water,750ml,Aquasavana,US,Coca-Cola,ZM,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,10.000,15
6009801699295,Oleo Alimentar Puro de Soja,2.0 L,Confiança,MZ,"COPROZMOL, Lda",MZ,https://wastebase.org/#/o/061ec0c6-8f2b-4eaa-b7f7-3380c2dbcc30,,26
6009801699301,Oleo Alimentar Puro de Soja,350 ml,Confiança,MZ,"COPROZMOL, Lda",MZ,https://wastebase.org/#/o/061ec0c6-8f2b-4eaa-b7f7-3380c2dbcc30,,1
6009802033838,Hand Sanitiser 70%,500 ml,Dr. Strong's,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,5
6009802229019,Agua Natural,500ml,Fonte da Vida,MZ,Fonte da Vida Lda,MZ,https://wastebase.org/#/o/ed2e5d1f-2782-4291-9b11-cfa9f3548928,,285
6009802229033,Agua Natural,1.5 l,Fonte da Vida,MZ,Fonte da Vida Lda,MZ,https://wastebase.org/#/o/ed2e5d1f-2782-4291-9b11-cfa9f3548928,,13
6009802229057,Água Natural,6.0 L,Fonte da Vida,MZ,Fonte da Vida Lda,MZ,https://wastebase.org/#/o/ed2e5d1f-2782-4291-9b11-cfa9f3548928,,77
6009802229057,Água Natural,6.0 L,Fonte da Vida,MZ,Fonte da Vida Lda,RW,https://wastebase.org/#/o/ed2e5d1f-2782-4291-9b11-cfa9f3548928,,1
6009802341971,Agua Purificada,6.0 L,Fonte Pura,MZ,Refrigerantes Spar Lda,MZ,https://wastebase.org/#/o/3f827fa3-1a74-4313-a7e1-f9628b6e745e,,381
6009802341988,Agua de Nascente / Spring Water,5.0 L,Vumba,MZ,"Sociedade Águas Vumba, SA",MZ,https://wastebase.org/#/o/027e8655-81cd-44c9-b14e-b15181f61a8f,,430
6009802907016,Pure Soya Oil,1.0 L,Flo,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,12
6009802913086,Água Kool,500 ml,Kool,TZ,Zainab Bottlers Company limited,MZ,https://wastebase.org/#/o/988c8307-c778-474b-ade6-c71ebbe358f1,,12
6009802913093,Agua Natural Purificada,1.5 L,Kool,TZ,Zainab Bottlers Company limited,MZ,https://wastebase.org/#/o/988c8307-c778-474b-ade6-c71ebbe358f1,,25
6009803227328,Drinking Water,500 ml,Aquaclear,US,"Pepsico, Inc",ZM,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,13
6009803227342,Mineral Water,1L,Aquaclear,US,"Pepsico, Inc",ZM,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
6009803612629,Flaming Hot Chilli Sauce,200 ml,Osman Foods,UK,UNKNOWN_ORG,MW,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,47
6009803672241,Pepsi Carbonated Soft Drink,330 ml,Pepsi,US,"Pepsico, Inc",MZ,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
6009803672500,Natural Food,500g,Milk Maheu,ZM,Trade Kings Group,MZ,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,50
6009803672500,Natural Food,500g,Milk Maheu,ZM,Trade Kings Group,ZM,https://wastebase.org/#/o/cb94d9c2-2f62-4ad8-ad86-a189701b370c,,2
6009804040612,Água de Mesa,500 ml,Mazi,MZ,Águas de Ribaue Lda,MZ,https://wastebase.org/#/o/eab3ebae-bcf3-4636-af44-126f25372efc,,325
6009804040629,Água de Mesa,1.5 L,Mazi,MZ,Águas de Ribaue Lda,MZ,https://wastebase.org/#/o/eab3ebae-bcf3-4636-af44-126f25372efc,,234
6009804040919,Água de mesa purificada,10 L,Mazi,MZ,Águas de Ribaue Lda,MZ,https://wastebase.org/#/o/eab3ebae-bcf3-4636-af44-126f25372efc,,31
6009804040971,Mineral Water,500 ml,Oasis (MZ),MZ,Águas de Ribaue Lda,MZ,https://wastebase.org/#/o/eab3ebae-bcf3-4636-af44-126f25372efc,,255
6009816450003,TANGY,350ml,Tangy Drinks Limited,UK,UNKNOWN_ORG,ZM,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,3
6009816450102,Crazy Cola,350ml,Tangy Drinks Limited,UK,UNKNOWN_ORG,ZM,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,2
6009816450492,Lemon & Lime,350ml,Tangy Drinks Limited,UK,UNKNOWN_ORG,ZM,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
600981699295,Oleo Alimentar Puro de Soja,2.0 L,Confiança,MZ,"COPROZMOL, Lda",MZ,https://wastebase.org/#/o/061ec0c6-8f2b-4eaa-b7f7-3380c2dbcc30,,1
6009817150001,Purified water,500 ml,H2Zero,UK,UNKNOWN_ORG,ZM,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009818350257,Coco Pine Soft Drink,2.0 L,Refreshhh,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,4
6009818350257,Coco Pine Soft Drink,2.0 L,Refreshhh,UK,UNKNOWN_ORG,RW,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009818350738,Grape flavoured carbonated soft drink,2,Refreshhh,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009822340954,Agua Purificada,5.0 L,Vengo,MZ,Água Vengo,MZ,https://wastebase.org/#/o/341b98a9-77c5-46f6-874d-6cc972ef077e,,13
6009822340961,agua vengo Manica,330ml,Vengo,MZ,Água Vengo,MZ,https://wastebase.org/#/o/341b98a9-77c5-46f6-874d-6cc972ef077e,,425
6009822340961,agua vengo Manica,330ml,Vengo,MZ,Água Vengo,RW,https://wastebase.org/#/o/341b98a9-77c5-46f6-874d-6cc972ef077e,,17
6009822340978,Vengo Mineral Water,500 ml,Vengo,MZ,Água Vengo,MZ,https://wastebase.org/#/o/341b98a9-77c5-46f6-874d-6cc972ef077e,,454
6009822340985,Água mineral,1.5 L,Vengo,MZ,Água Vengo,MZ,https://wastebase.org/#/o/341b98a9-77c5-46f6-874d-6cc972ef077e,,299
6009832820033,Cola Drink,350 ml,Fizz,MZ,Mopani Internacional Lda,MZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,21.500,1829
6009832820033,Cola Drink,350 ml,Fizz,MZ,Mopani Internacional Lda,TZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,21.500,6
6009832820040,Lemon / Limao,350 ml,Fizz,MZ,Mopani Internacional Lda,MZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,21.500,6000
